ID	PRIMER	ERROR
ERR346600.710	IgH-fw2	0.0
ERR346600.718	IgH-fw3	0.050000000000000044
ERR346600.717	IgH-fw2	0.0
ERR346600.709	IgH-fw3	0.0
ERR346600.713	IgH-fw17	0.0
ERR346600.715	IgH-fw5	0.0
ERR346600.714	IgH-fw11	0.0
ERR346600.720	IgH-fw3	0.0
ERR346600.722	IgH-fw8	0.0
ERR346600.724	IgH-fw4	0.0
ERR346600.726	IgH-fw1	0.0
ERR346600.723	IgH-fw12	0.050000000000000044
ERR346600.719	IgH-fw9	0.0
ERR346600.729	IgH-fw6	0.0
ERR346600.716	IgH-fw19	0.0
ERR346600.725	IgH-fw6	0.0
ERR346600.731	IgH-fw12	0.0
ERR346600.733	IgH-fw9	0.0
ERR346600.732	IgH-fw3	0.0
ERR346600.738	IgH-fw6	0.050000000000000044
ERR346600.727	IgH-fw6	0.0
ERR346600.739	IgH-fw17	0.0
ERR346600.735	IgH-fw3	0.0
ERR346600.728	IgH-fw19	0.5
ERR346600.734	IgH-fw5	0.0
ERR346600.736	IgH-fw10	0.0
ERR346600.737	IgH-fw17	0.0
ERR346600.730	IgH-fw10	0.0
ERR346600.742	IgH-fw1	0.0
ERR346600.741	IgH-fw11	0.0
ERR346600.746	IgH-fw1	0.0
ERR346600.740	IgH-fw5	0.0
ERR346600.744	IgH-fw6	0.0
ERR346600.749	IgH-fw4	0.0
ERR346600.745	IgH-fw4	0.0
ERR346600.752	IgH-fw4	0.0
ERR346600.743	IgH-fw2	0.0
ERR346600.748	IgH-fw10	0.0
ERR346600.747	IgH-fw5	0.0
ERR346600.754	IgH-fw3	0.0
ERR346600.750	IgH-fw2	0.0
ERR346600.756	IgH-fw10	0.0
ERR346600.751	IgH-fw6	0.0
ERR346600.759	IgH-fw3	0.0
ERR346600.757	IgH-fw9	0.0
ERR346600.753	IgH-fw2	0.0
ERR346600.763	IgH-fw5	0.0
ERR346600.762	IgH-fw9	0.0
ERR346600.755	IgH-fw13	0.0
ERR346600.766	IgH-fw2	0.0
ERR346600.767	IgH-fw3	0.09999999999999998
ERR346600.765	IgH-fw5	0.0
ERR346600.758	IgH-fw5	0.0
ERR346600.770	IgH-fw1	0.0
ERR346600.764	IgH-fw6	0.0
ERR346600.773	IgH-fw11	0.0
ERR346600.772	IgH-fw5	0.0
ERR346600.768	IgH-fw6	0.0
ERR346600.774	IgH-fw5	0.0
ERR346600.760	IgH-fw6	0.0
ERR346600.779	IgH-fw1	0.0
ERR346600.775	IgH-fw5	0.0
ERR346600.781	IgH-fw1	0.0
ERR346600.778	IgH-fw10	0.0
ERR346600.777	IgH-fw5	0.0
ERR346600.776	IgH-fw3	0.0
ERR346600.780	IgH-fw4	0.0
ERR346600.784	IgH-fw2	0.0
ERR346600.771	IgH-fw10	0.0
ERR346600.782	IgH-fw3	0.0
ERR346600.783	IgH-fw4	0.0
ERR346600.786	IgH-fw9	0.0
ERR346600.787	IgH-fw3	0.0
ERR346600.789	IgH-fw12	0.0
ERR346600.793	IgH-fw12	0.0
ERR346600.791	IgH-fw4	0.0
ERR346600.788	IgH-fw5	0.0
ERR346600.785	IgH-fw3	0.0
ERR346600.790	IgH-fw5	0.0
ERR346600.794	IgH-fw3	0.0
ERR346600.792	IgH-fw2	0.050000000000000044
ERR346600.795	IgH-fw9	0.0
ERR346600.797	IgH-fw10	0.0
ERR346600.799	IgH-fw6	0.0
ERR346600.796	IgH-fw4	0.0
ERR346600.802	IgH-fw15	0.0
ERR346600.798	IgH-fw7	0.0
ERR346600.800	IgH-fw5	0.0
ERR346600.804	IgH-fw17	0.0
ERR346600.806	IgH-fw3	0.0
ERR346600.805	IgH-fw10	0.0
ERR346600.807	IgH-fw10	0.050000000000000044
ERR346600.801	IgH-fw1	0.0
ERR346600.809	IgH-fw9	0.0
ERR346600.811	IgH-fw9	0.0
ERR346600.803	IgH-fw5	0.0
ERR346600.808	IgH-fw12	0.0
ERR346600.814	IgH-fw4	0.0
ERR346600.813	IgH-fw17	0.0
ERR346600.815	IgH-fw5	0.0
ERR346600.817	IgH-fw6	0.0
ERR346600.818	IgH-fw2	0.0
ERR346600.820	IgH-fw9	0.0
ERR346600.816	IgH-fw11	0.0
ERR346600.821	IgH-fw5	0.0
ERR346600.828	IgH-fw9	0.0
ERR346600.829	IgH-fw6	0.0
ERR346600.819	IgH-fw15	0.0
ERR346600.826	IgH-fw5	0.0
ERR346600.823	IgH-fw6	0.0
ERR346600.822	IgH-fw2	0.0
ERR346600.827	IgH-fw6	0.0
ERR346600.830	IgH-fw12	0.0
ERR346600.824	IgH-fw9	0.0
ERR346600.831	IgH-fw2	0.0
ERR346600.825	IgH-fw6	0.0
ERR346600.837	IgH-fw12	0.0
ERR346600.832	IgH-fw1	0.0
ERR346600.833	IgH-fw10	0.0
ERR346600.840	IgH-fw4	0.0
ERR346600.834	IgH-fw5	0.0
ERR346600.839	IgH-fw5	0.0
ERR346600.835	IgH-fw12	0.0
ERR346600.838	IgH-fw4	0.0
ERR346600.842	IgH-fw6	0.0
ERR346600.843	IgH-fw12	0.0
ERR346600.841	IgH-fw12	0.0
ERR346600.848	IgH-fw5	0.0
ERR346600.845	IgH-fw2	0.0
ERR346600.853	IgH-fw9	0.0
ERR346600.849	IgH-fw2	0.0
ERR346600.850	IgH-fw12	0.0
ERR346600.852	IgH-fw2	0.0
ERR346600.859	IgH-fw7	0.050000000000000044
ERR346600.836	IgH-fw6	0.0
ERR346600.857	IgH-fw9	0.8
ERR346600.860	IgH-fw5	0.0
ERR346600.864	IgH-fw17	0.0
ERR346600.858	IgH-fw2	0.0
ERR346600.844	IgH-fw3	0.050000000000000044
ERR346600.851	IgH-fw9	0.0
ERR346600.863	IgH-fw9	0.0
ERR346600.847	IgH-fw1	0.0
ERR346600.867	IgH-fw8	0.0
ERR346600.856	IgH-fw3	0.0
ERR346600.854	IgH-fw10	0.0
ERR346600.861	IgH-fw3	0.0
ERR346600.865	IgH-fw10	0.0
ERR346600.870	IgH-fw6	0.0
ERR346600.873	IgH-fw2	0.0
ERR346600.855	IgH-fw3	0.0
ERR346600.868	IgH-fw6	0.0
ERR346600.871	IgH-fw9	0.0
ERR346600.872	IgH-fw9	0.0
ERR346600.869	IgH-fw2	0.0
ERR346600.866	IgH-fw5	0.0
ERR346600.874	IgH-fw7	0.0
ERR346600.881	IgH-fw1	0.0
ERR346600.875	IgH-fw10	0.050000000000000044
ERR346600.877	IgH-fw8	0.0
ERR346600.879	IgH-fw5	0.0
ERR346600.880	IgH-fw5	0.0
ERR346600.886	IgH-fw9	0.0
ERR346600.883	IgH-fw3	0.0
ERR346600.882	IgH-fw8	0.0
ERR346600.885	IgH-fw9	0.0
ERR346600.884	IgH-fw1	0.0
ERR346600.891	IgH-fw4	0.0
ERR346600.892	IgH-fw5	0.050000000000000044
ERR346600.889	IgH-fw9	0.0
ERR346600.890	IgH-fw3	0.0
ERR346600.894	IgH-fw4	0.0
ERR346600.887	IgH-fw9	0.0
ERR346600.888	IgH-fw3	0.0
ERR346600.893	IgH-fw6	0.0
ERR346600.899	IgH-fw11	0.0
ERR346600.895	IgH-fw8	0.0
ERR346600.897	IgH-fw1	0.0
ERR346600.900	IgH-fw3	0.0
ERR346600.896	IgH-fw9	0.0
ERR346600.903	IgH-fw2	0.0
ERR346600.898	IgH-fw6	0.0
ERR346600.906	IgH-fw1	0.0
ERR346600.902	IgH-fw4	0.0
ERR346600.908	IgH-fw4	0.0
ERR346600.905	IgH-fw5	0.0
ERR346600.909	IgH-fw8	0.0
ERR346600.904	IgH-fw1	0.0
ERR346600.907	IgH-fw2	0.0
ERR346600.910	IgH-fw2	0.0
ERR346600.917	IgH-fw15	0.65
ERR346600.918	IgH-fw12	0.0
ERR346600.914	IgH-fw5	0.0
ERR346600.919	IgH-fw6	0.0
ERR346600.915	IgH-fw3	0.0
ERR346600.913	IgH-fw15	0.0
ERR346600.912	IgH-fw2	0.0
ERR346600.916	IgH-fw5	0.0
ERR346600.923	IgH-fw1	0.0
ERR346600.925	IgH-fw5	0.0
ERR346600.921	IgH-fw15	0.0
ERR346600.922	IgH-fw6	0.0
ERR346600.927	IgH-fw6	0.0
ERR346600.928	IgH-fw1	0.0
ERR346600.924	IgH-fw5	0.0
ERR346600.920	IgH-fw6	0.0
ERR346600.926	IgH-fw10	0.0
ERR346600.933	IgH-fw10	0.0
ERR346600.932	IgH-fw12	0.0
ERR346600.935	IgH-fw9	0.050000000000000044
ERR346600.938	IgH-fw9	0.0
ERR346600.929	IgH-fw5	0.050000000000000044
ERR346600.937	IgH-fw3	0.0
ERR346600.930	IgH-fw1	0.0
ERR346600.944	IgH-fw2	0.0
ERR346600.940	IgH-fw2	0.0
ERR346600.934	IgH-fw5	0.0
ERR346600.946	IgH-fw6	0.0
ERR346600.936	IgH-fw6	0.0
ERR346600.948	IgH-fw2	0.0
ERR346600.943	IgH-fw3	0.0
ERR346600.947	IgH-fw5	0.0
ERR346600.951	IgH-fw4	0.0
ERR346600.950	IgH-fw4	0.0
ERR346600.952	IgH-fw4	0.0
ERR346600.942	IgH-fw3	0.0
ERR346600.953	IgH-fw6	0.0
ERR346600.956	IgH-fw10	0.0
ERR346600.945	IgH-fw17	0.050000000000000044
ERR346600.949	IgH-fw11	0.0
ERR346600.958	IgH-fw17	0.0
ERR346600.957	IgH-fw6	0.0
ERR346600.955	IgH-fw11	0.0
ERR346600.962	IgH-fw1	0.0
ERR346600.954	IgH-fw7	0.0
ERR346600.960	IgH-fw7	0.0
ERR346600.959	IgH-fw6	0.0
ERR346600.964	IgH-fw4	0.0
ERR346600.965	IgH-fw6	0.0
ERR346600.963	IgH-fw1	0.0
ERR346600.961	IgH-fw2	0.0
ERR346600.972	IgH-fw9	0.0
ERR346600.968	IgH-fw2	0.0
ERR346600.970	IgH-fw6	0.0
ERR346600.971	IgH-fw5	0.0
ERR346600.966	IgH-fw6	0.0
ERR346600.969	IgH-fw2	0.0
ERR346600.973	IgH-fw11	0.050000000000000044
ERR346600.974	IgH-fw9	0.0
ERR346600.975	IgH-fw3	0.0
ERR346600.976	IgH-fw1	0.0
ERR346600.981	IgH-fw11	0.0
ERR346600.977	IgH-fw2	0.0
ERR346600.978	IgH-fw11	0.0
ERR346600.984	IgH-fw1	0.0
ERR346600.988	IgH-fw5	0.0
ERR346600.980	IgH-fw11	0.0
ERR346600.983	IgH-fw11	0.0
ERR346600.986	IgH-fw5	0.0
ERR346600.982	IgH-fw4	0.0
ERR346600.985	IgH-fw10	0.0
ERR346600.987	IgH-fw9	0.0
ERR346600.989	IgH-fw17	0.6
ERR346600.992	IgH-fw17	0.0
ERR346600.990	IgH-fw12	0.0
ERR346600.993	IgH-fw6	0.0
ERR346600.991	IgH-fw11	0.0
ERR346600.995	IgH-fw12	0.0
ERR346600.996	IgH-fw9	0.0
ERR346600.1000	IgH-fw3	0.0
ERR346600.999	IgH-fw1	0.0
ERR346600.997	IgH-fw9	0.0
ERR346600.1002	IgH-fw17	0.0
ERR346600.1004	IgH-fw3	0.0
ERR346600.998	IgH-fw9	0.0
ERR346600.1001	IgH-fw3	0.0
ERR346600.994	IgH-fw2	0.0
ERR346600.1005	IgH-fw1	0.0
ERR346600.1003	IgH-fw3	0.0
ERR346600.1009	IgH-fw9	0.050000000000000044
ERR346600.1011	IgH-fw2	0.0
ERR346600.1007	IgH-fw6	0.0
ERR346600.1010	IgH-fw1	0.0
ERR346600.1006	IgH-fw3	0.0
ERR346600.1012	IgH-fw5	0.050000000000000044
ERR346600.1016	IgH-fw10	0.0
ERR346600.1008	IgH-fw17	0.0
ERR346600.1015	IgH-fw9	0.0
ERR346600.1017	IgH-fw1	0.0
ERR346600.1018	IgH-fw5	0.0
ERR346600.1013	IgH-fw5	0.0
ERR346600.1014	IgH-fw3	0.050000000000000044
ERR346600.1025	IgH-fw6	0.0
ERR346600.1020	IgH-fw12	0.0
ERR346600.1022	IgH-fw17	0.0
ERR346600.1021	IgH-fw4	0.0
ERR346600.1027	IgH-fw2	0.0
ERR346600.1023	IgH-fw3	0.0
ERR346600.1026	IgH-fw9	0.0
ERR346600.1019	IgH-fw1	0.0
ERR346600.1028	IgH-fw4	0.0
ERR346600.1030	IgH-fw12	0.0
ERR346600.1029	IgH-fw1	0.0
ERR346600.1032	IgH-fw10	0.0
ERR346600.1031	IgH-fw2	0.0
ERR346600.1033	IgH-fw17	0.0
ERR346600.1036	IgH-fw4	0.0
ERR346600.1034	IgH-fw3	0.0
ERR346600.1040	IgH-fw3	0.0
ERR346600.1035	IgH-fw6	0.0
ERR346600.1041	IgH-fw4	0.0
ERR346600.1042	IgH-fw1	0.0
ERR346600.1039	IgH-fw6	0.050000000000000044
ERR346600.1037	IgH-fw2	0.0
ERR346600.1045	IgH-fw4	0.0
ERR346600.1046	IgH-fw9	0.0
ERR346600.1043	IgH-fw3	0.0
ERR346600.1038	IgH-fw1	0.0
ERR346600.1051	IgH-fw10	0.0
ERR346600.1048	IgH-fw3	0.0
ERR346600.1053	IgH-fw10	0.0
ERR346600.1047	IgH-fw5	0.0
ERR346600.1050	IgH-fw6	0.0
ERR346600.1052	IgH-fw1	0.050000000000000044
ERR346600.1044	IgH-fw3	0.0
ERR346600.1054	IgH-fw10	0.0
ERR346600.1055	IgH-fw5	0.0
ERR346600.1049	IgH-fw5	0.0
ERR346600.1057	IgH-fw4	0.0
ERR346600.1056	IgH-fw2	0.050000000000000044
ERR346600.1061	IgH-fw5	0.0
ERR346600.1058	IgH-fw3	0.0
ERR346600.1062	IgH-fw5	0.0
ERR346600.1065	IgH-fw2	0.0
ERR346600.1060	IgH-fw2	0.0
ERR346600.1059	IgH-fw16	0.0
ERR346600.1063	IgH-fw5	0.0
ERR346600.1068	IgH-fw4	0.0
ERR346600.1069	IgH-fw6	0.0
ERR346600.1074	IgH-fw9	0.050000000000000044
ERR346600.1064	IgH-fw4	0.0
ERR346600.1071	IgH-fw10	0.0
ERR346600.1073	IgH-fw3	0.0
ERR346600.1070	IgH-fw3	0.0
ERR346600.1075	IgH-fw5	0.0
ERR346600.1067	IgH-fw6	0.0
ERR346600.1079	IgH-fw4	0.0
ERR346600.1077	IgH-fw5	0.0
ERR346600.1072	IgH-fw3	0.0
ERR346600.1066	IgH-fw9	0.0
ERR346600.1078	IgH-fw2	0.0
ERR346600.1081	IgH-fw4	0.0
ERR346600.1076	IgH-fw15	0.0
ERR346600.1082	IgH-fw2	0.0
ERR346600.1080	IgH-fw6	0.0
ERR346600.1083	IgH-fw5	0.050000000000000044
ERR346600.1087	IgH-fw2	0.0
ERR346600.1085	IgH-fw3	0.0
ERR346600.1088	IgH-fw4	0.0
ERR346600.1084	IgH-fw4	0.0
ERR346600.1086	IgH-fw2	0.050000000000000044
ERR346600.1090	IgH-fw3	0.0
ERR346600.1093	IgH-fw5	0.0
ERR346600.1091	IgH-fw2	0.0
ERR346600.1089	IgH-fw10	0.0
ERR346600.1095	IgH-fw6	0.0
ERR346600.1096	IgH-fw9	0.0
ERR346600.1098	IgH-fw6	0.0
ERR346600.1092	IgH-fw3	0.0
ERR346600.1100	IgH-fw8	0.0
ERR346600.1094	IgH-fw5	0.050000000000000044
ERR346600.1101	IgH-fw5	0.0
ERR346600.1099	IgH-fw2	0.0
ERR346600.1097	IgH-fw16	0.6818181818181819
ERR346600.1104	IgH-fw5	0.0
ERR346600.1102	IgH-fw17	0.0
ERR346600.1108	IgH-fw9	0.0
ERR346600.1111	IgH-fw12	0.0
ERR346600.1110	IgH-fw1	0.0
ERR346600.1107	IgH-fw5	0.0
ERR346600.1103	IgH-fw2	0.0
ERR346600.1109	IgH-fw15	0.0
ERR346600.1118	IgH-fw6	0.0
ERR346600.1115	IgH-fw5	0.0
ERR346600.1119	IgH-fw3	0.0
ERR346600.1105	IgH-fw5	0.0
ERR346600.1106	IgH-fw3	0.0
ERR346600.1112	IgH-fw5	0.0
ERR346600.1117	IgH-fw15	0.0
ERR346600.1113	IgH-fw3	0.0
ERR346600.1116	IgH-fw2	0.0
ERR346600.1123	IgH-fw5	0.0
ERR346600.1120	IgH-fw6	0.0
ERR346600.1114	IgH-fw3	0.0
ERR346600.1125	IgH-fw9	0.0
ERR346600.1128	IgH-fw3	0.0
ERR346600.1122	IgH-fw15	0.0
ERR346600.1129	IgH-fw17	0.0
ERR346600.1126	IgH-fw1	0.0
ERR346600.1124	IgH-fw3	0.0
ERR346600.1127	IgH-fw5	0.0
ERR346600.1134	IgH-fw15	0.0
ERR346600.1131	IgH-fw2	0.0
ERR346600.1135	IgH-fw9	0.0
ERR346600.1137	IgH-fw17	0.0
ERR346600.1133	IgH-fw9	0.0
ERR346600.1136	IgH-fw6	0.0
ERR346600.1138	IgH-fw17	0.0
ERR346600.1132	IgH-fw2	0.0
ERR346600.1143	IgH-fw17	0.0
ERR346600.1145	IgH-fw5	0.0
ERR346600.1141	IgH-fw7	0.0
ERR346600.1146	IgH-fw6	0.0
ERR346600.1148	IgH-fw9	0.0
ERR346600.1140	IgH-fw5	0.0
ERR346600.1147	IgH-fw5	0.0
ERR346600.1144	IgH-fw7	0.0
ERR346600.1151	IgH-fw2	0.0
ERR346600.1150	IgH-fw11	0.0
ERR346600.1155	IgH-fw1	0.0
ERR346600.1149	IgH-fw4	0.0
ERR346600.1154	IgH-fw11	0.0
ERR346600.1152	IgH-fw2	0.0
ERR346600.1156	IgH-fw12	0.0
ERR346600.1153	IgH-fw12	0.0
ERR346600.1157	IgH-fw7	0.0
ERR346600.1158	IgH-fw9	0.0
ERR346600.1161	IgH-fw9	0.0
ERR346600.1160	IgH-fw6	0.0
ERR346600.1159	IgH-fw9	0.0
ERR346600.1162	IgH-fw2	0.050000000000000044
ERR346600.1163	IgH-fw15	0.0
ERR346600.1166	IgH-fw10	0.0
ERR346600.1164	IgH-fw16	0.6363636363636364
ERR346600.1165	IgH-fw10	0.0
ERR346600.1172	IgH-fw2	0.0
ERR346600.1169	IgH-fw4	0.0
ERR346600.1170	IgH-fw4	0.0
ERR346600.1171	IgH-fw11	0.0
ERR346600.1173	IgH-fw11	0.0
ERR346600.1179	IgH-fw10	0.0
ERR346600.1178	IgH-fw1	0.0
ERR346600.1168	IgH-fw5	0.0
ERR346600.1167	IgH-fw8	0.0
ERR346600.1181	IgH-fw3	0.0
ERR346600.1174	IgH-fw4	0.55
ERR346600.1183	IgH-fw3	0.0
ERR346600.1176	IgH-fw12	0.0
ERR346600.1175	IgH-fw10	0.0
ERR346600.1186	IgH-fw6	0.0
ERR346600.1184	IgH-fw3	0.0
ERR346600.1185	IgH-fw4	0.050000000000000044
ERR346600.1182	IgH-fw9	0.0
ERR346600.1187	IgH-fw1	0.0
ERR346600.1188	IgH-fw2	0.0
ERR346600.1189	IgH-fw1	0.0
ERR346600.1191	IgH-fw1	0.0
ERR346600.1192	IgH-fw9	0.0
ERR346600.1180	IgH-fw12	0.0
ERR346600.1193	IgH-fw8	0.0
ERR346600.1194	IgH-fw2	0.0
ERR346600.1190	IgH-fw6	0.0
ERR346600.1198	IgH-fw2	0.0
ERR346600.1201	IgH-fw9	0.0
ERR346600.1195	IgH-fw11	0.0
ERR346600.1205	IgH-fw8	0.0
ERR346600.1203	IgH-fw9	0.0
ERR346600.1200	IgH-fw3	0.0
ERR346600.1199	IgH-fw6	0.0
ERR346600.1196	IgH-fw3	0.0
ERR346600.1202	IgH-fw4	0.0
ERR346600.1210	IgH-fw9	0.0
ERR346600.1197	IgH-fw6	0.0
ERR346600.1206	IgH-fw1	0.0
ERR346600.1204	IgH-fw10	0.0
ERR346600.1207	IgH-fw2	0.0
ERR346600.1215	IgH-fw6	0.0
ERR346600.1209	IgH-fw1	0.0
ERR346600.1218	IgH-fw11	0.0
ERR346600.1211	IgH-fw17	0.0
ERR346600.1212	IgH-fw5	0.0
ERR346600.1208	IgH-fw17	0.0
ERR346600.1214	IgH-fw4	0.0
ERR346600.1216	IgH-fw9	0.0
ERR346600.1213	IgH-fw1	0.0
ERR346600.1217	IgH-fw5	0.0
ERR346600.1222	IgH-fw3	0.0
ERR346600.1221	IgH-fw6	0.0
ERR346600.1219	IgH-fw8	0.0
ERR346600.1223	IgH-fw2	0.0
ERR346600.1220	IgH-fw1	0.0
ERR346600.1227	IgH-fw6	0.0
ERR346600.1224	IgH-fw3	0.0
ERR346600.1226	IgH-fw2	0.0
ERR346600.1228	IgH-fw6	0.0
ERR346600.1225	IgH-fw10	0.0
ERR346600.1231	IgH-fw3	0.0
ERR346600.1230	IgH-fw6	0.0
ERR346600.1229	IgH-fw3	0.0
ERR346600.1236	IgH-fw5	0.0
ERR346600.1234	IgH-fw5	0.0
ERR346600.1232	IgH-fw11	0.0
ERR346600.1233	IgH-fw4	0.0
ERR346600.1241	IgH-fw6	0.0
ERR346600.1238	IgH-fw5	0.0
ERR346600.1239	IgH-fw9	0.0
ERR346600.1245	IgH-fw9	0.0
ERR346600.1240	IgH-fw6	0.0
ERR346600.1242	IgH-fw9	0.0
ERR346600.1243	IgH-fw6	0.0
ERR346600.1247	IgH-fw5	0.0
ERR346600.1246	IgH-fw2	0.0
ERR346600.1251	IgH-fw2	0.050000000000000044
ERR346600.1244	IgH-fw5	0.0
ERR346600.1250	IgH-fw11	0.0
ERR346600.1235	IgH-fw15	0.0
ERR346600.1248	IgH-fw10	0.0
ERR346600.1254	IgH-fw2	0.0
ERR346600.1252	IgH-fw2	0.0
ERR346600.1249	IgH-fw11	0.0
ERR346600.1258	IgH-fw10	0.0
ERR346600.1253	IgH-fw7	0.0
ERR346600.1257	IgH-fw11	0.0
ERR346600.1237	IgH-fw1	0.0
ERR346600.1261	IgH-fw2	0.0
ERR346600.1262	IgH-fw15	0.0
ERR346600.1266	IgH-fw2	0.0
ERR346600.1256	IgH-fw9	0.0
ERR346600.1263	IgH-fw4	0.0
ERR346600.1265	IgH-fw6	0.0
ERR346600.1267	IgH-fw12	0.0
ERR346600.1272	IgH-fw3	0.0
ERR346600.1273	IgH-fw5	0.0
ERR346600.1274	IgH-fw2	0.0
ERR346600.1270	IgH-fw7	0.0
ERR346600.1264	IgH-fw3	0.4
ERR346600.1271	IgH-fw9	0.0
ERR346600.1269	IgH-fw7	0.0
ERR346600.1275	IgH-fw5	0.0
ERR346600.1281	IgH-fw12	0.050000000000000044
ERR346600.1277	IgH-fw9	0.0
ERR346600.1276	IgH-fw12	0.0
ERR346600.1284	IgH-fw5	0.0
ERR346600.1279	IgH-fw4	0.0
ERR346600.1282	IgH-fw1	0.0
ERR346600.1289	IgH-fw11	0.0
ERR346600.1283	IgH-fw10	0.0
ERR346600.1288	IgH-fw9	0.0
ERR346600.1291	IgH-fw9	0.0
ERR346600.1286	IgH-fw5	0.0
ERR346600.1294	IgH-fw4	0.0
ERR346600.1280	IgH-fw1	0.0
ERR346600.1290	IgH-fw3	0.09999999999999998
ERR346600.1292	IgH-fw10	0.0
ERR346600.1293	IgH-fw5	0.0
ERR346600.1287	IgH-fw13	0.0
ERR346600.1295	IgH-fw17	0.0
ERR346600.1285	IgH-fw5	0.0
ERR346600.1299	IgH-fw5	0.0
ERR346600.1296	IgH-fw5	0.0
ERR346600.1301	IgH-fw7	0.0
ERR346600.1297	IgH-fw7	0.0
ERR346600.1300	IgH-fw10	0.0
ERR346600.1304	IgH-fw5	0.0
ERR346600.1303	IgH-fw5	0.0
ERR346600.1310	IgH-fw3	0.0
ERR346600.1298	IgH-fw15	0.0
ERR346600.1302	IgH-fw2	0.0
ERR346600.1308	IgH-fw5	0.0
ERR346600.1307	IgH-fw4	0.0
ERR346600.1311	IgH-fw4	0.0
ERR346600.1305	IgH-fw2	0.0
ERR346600.1312	IgH-fw3	0.0
ERR346600.1313	IgH-fw11	0.0
ERR346600.1306	IgH-fw4	0.0
ERR346600.1309	IgH-fw2	0.0
ERR346600.1314	IgH-fw3	0.0
ERR346600.1316	IgH-fw4	0.0
ERR346600.1318	IgH-fw11	0.0
ERR346600.1315	IgH-fw3	0.0
ERR346600.1322	IgH-fw9	0.0
ERR346600.1321	IgH-fw3	0.0
ERR346600.1326	IgH-fw2	0.0
ERR346600.1317	IgH-fw3	0.0
ERR346600.1319	IgH-fw5	0.0
ERR346600.1324	IgH-fw9	0.0
ERR346600.1328	IgH-fw4	0.0
ERR346600.1330	IgH-fw6	0.0
ERR346600.1329	IgH-fw10	0.0
ERR346600.1323	IgH-fw12	0.0
ERR346600.1320	IgH-fw9	0.0
ERR346600.1325	IgH-fw7	0.0
ERR346600.1327	IgH-fw10	0.0
ERR346600.1333	IgH-fw1	0.0
ERR346600.1332	IgH-fw3	0.0
ERR346600.1334	IgH-fw7	0.0
ERR346600.1335	IgH-fw12	0.0
ERR346600.1339	IgH-fw5	0.0
ERR346600.1336	IgH-fw1	0.0
ERR346600.1331	IgH-fw2	0.0
ERR346600.1340	IgH-fw2	0.0
ERR346600.1343	IgH-fw9	0.0
ERR346600.1337	IgH-fw8	0.0
ERR346600.1342	IgH-fw5	0.0
ERR346600.1344	IgH-fw5	0.0
ERR346600.1349	IgH-fw4	0.0
ERR346600.1351	IgH-fw3	0.0
ERR346600.1346	IgH-fw17	0.0
ERR346600.1345	IgH-fw12	0.0
ERR346600.1347	IgH-fw2	0.0
ERR346600.1352	IgH-fw5	0.0
ERR346600.1338	IgH-fw10	0.0
ERR346600.1359	IgH-fw6	0.0
ERR346600.1341	IgH-fw5	0.0
ERR346600.1350	IgH-fw9	0.0
ERR346600.1356	IgH-fw9	0.0
ERR346600.1357	IgH-fw4	0.0
ERR346600.1362	IgH-fw5	0.0
ERR346600.1358	IgH-fw6	0.0
ERR346600.1348	IgH-fw2	0.0
ERR346600.1354	IgH-fw6	0.0
ERR346600.1353	IgH-fw6	0.0
ERR346600.1364	IgH-fw15	0.0
ERR346600.1361	IgH-fw2	0.0
ERR346600.1363	IgH-fw9	0.0
ERR346600.1355	IgH-fw4	0.0
ERR346600.1366	IgH-fw4	0.0
ERR346600.1367	IgH-fw2	0.0
ERR346600.1360	IgH-fw3	0.0
ERR346600.1368	IgH-fw2	0.0
ERR346600.1365	IgH-fw9	0.0
ERR346600.1370	IgH-fw1	0.0
ERR346600.1376	IgH-fw12	0.0
ERR346600.1373	IgH-fw3	0.0
ERR346600.1369	IgH-fw3	0.15000000000000002
ERR346600.1378	IgH-fw9	0.0
ERR346600.1381	IgH-fw10	0.0
ERR346600.1371	IgH-fw5	0.0
ERR346600.1372	IgH-fw9	0.0
ERR346600.1374	IgH-fw2	0.0
ERR346600.1379	IgH-fw4	0.0
ERR346600.1375	IgH-fw3	0.050000000000000044
ERR346600.1380	IgH-fw8	0.050000000000000044
ERR346600.1384	IgH-fw11	0.050000000000000044
ERR346600.1383	IgH-fw2	0.0
ERR346600.1387	IgH-fw2	0.0
ERR346600.1388	IgH-fw9	0.0
ERR346600.1386	IgH-fw12	0.0
ERR346600.1377	IgH-fw3	0.0
ERR346600.1394	IgH-fw2	0.0
ERR346600.1390	IgH-fw11	0.0
ERR346600.1385	IgH-fw5	0.0
ERR346600.1382	IgH-fw3	0.0
ERR346600.1389	IgH-fw9	0.0
ERR346600.1392	IgH-fw9	0.0
ERR346600.1398	IgH-fw2	0.0
ERR346600.1393	IgH-fw10	0.0
ERR346600.1391	IgH-fw3	0.0
ERR346600.1395	IgH-fw9	0.0
ERR346600.1400	IgH-fw10	0.0
ERR346600.1396	IgH-fw10	0.0
ERR346600.1397	IgH-fw5	0.0
ERR346600.1404	IgH-fw5	0.0
ERR346600.1402	IgH-fw1	0.0
ERR346600.1403	IgH-fw9	0.0
ERR346600.1401	IgH-fw6	0.0
ERR346600.1399	IgH-fw3	0.050000000000000044
ERR346600.1410	IgH-fw4	0.0
ERR346600.1407	IgH-fw1	0.0
ERR346600.1405	IgH-fw3	0.0
